familyid,ethnicgroup,length_of_residence,owner_renter_status,vacant,bathroom_cnt,bedroom_cnt,latitude,longitude
000105827598,H,21,9,0,1,2,033.949860,-118.245850
000105827637,H,14,4,0,,,033.949540,-118.246560
000105827771,S,18,4,0,,,033.941237,-118.246365
000105827792,H,15,9,0,0,0,033.954123,-118.247344
000105827807,W,30,9,0,1,3,033.944610,-118.248400
000105827810,E,28,9,0,2,3,033.944430,-118.247870
000105827823,H,26,9,0,1,2,033.952670,-118.234320
000105827860,P,19,4,0,,,033.951950,-118.233680
000105828078,I,13,9,0,2,3,033.948790,-118.234340
000105828175,H,15,9,0,0,0,033.941840,-118.233510
000105828280,H,23,9,0,1,3,033.939160,-118.233510
000105828285,E,33,9,0,0,0,033.939120,-118.234070
000105828293,J,27,9,0,1,3,033.938780,-118.234070
000105828329,D,31,9,0,1,2,033.949540,-118.245510
000105828400,H,11,9,0,1,2,033.923910,-118.074540
000105828418,H,18,9,0,1,3,033.947340,-118.245040
000105828476,H,29,9,0,1,2,033.959400,-118.238900
000105828515,H,18,9,0,2,3,033.958940,-118.238210
000105828549,E,20,9,0,2,4,033.958170,-118.238210
000105828594,H,15,5,0,,,033.957570,-118.238210
000105828667,H,21,9,0,1,3,033.956680,-118.238790
000105828722,H,19,6,0,,,033.956030,-118.238800
000105828874,E,14,5,0,,,033.948470,-118.247400
000105828895,H,13,4,0,,,033.948150,-118.247420
000105828900,H,24,6,0,,,033.948070,-118.246890
000105828905,H,01,9,0,0,0,034.018240,-118.067940
000105828918,H,21,9,0,2,5,033.947680,-118.246910
000105828921,H,15,6,0,,,033.968021,-118.148660
000105829082,H,14,9,0,2,4,033.955740,-118.236670
000105829118,H,26,9,0,3,3,033.955440,-118.237730
000105829176,H,29,8,0,0,0,033.954520,-118.236920
000105829197,H,21,5,0,,,033.952880,-118.205350
000105829370,W,16,5,0,,,033.950596,-118.247484
000105829375,E,19,5,0,,,033.950493,-118.247488
000105829401,S,12,3,0,,,033.945910,-118.247370
000105829406,H,09,9,0,1,2,033.897870,-118.190590
000105829422,E,46,8,0,0,0,033.940282,-118.247927
000105829448,H,14,4,0,,,033.939946,-118.247686
000105829529,E,42,9,0,1,3,033.941690,-118.230950
000105829676,H,16,7,0,0,0,033.955662,-118.242927
000105829684,H,19,9,0,0,0,033.955340,-118.242750
000105829809,H,15,4,0,,,033.951430,-118.242700
000105829812,H,26,9,0,1,2,033.951360,-118.242700
000105829817,H,15,4,0,,,033.951090,-118.242700
000105829838,L,01,1,0,,,033.982750,-118.331920
000105829862,H,26,9,0,1,2,033.949550,-118.242690
000105829867,H,21,9,0,1,2,033.949420,-118.242690
000105829906,H,20,4,0,,,033.947410,-118.242680
000105829914,H,18,9,0,2,3,033.947260,-118.242680
000105829930,H,14,9,0,3,6,033.946740,-118.242680
000105829972,S,05,5,0,,,033.956610,-118.239547
000105840126,H,12,9,0,1,3,033.941570,-118.249860
000105840142,Q,13,9,0,1,3,033.944480,-118.311520
000105840150,H,16,5,0,,,033.941250,-118.259750
000105840168,P,23,9,0,1,2,033.940740,-118.259350
000105840171,N,24,9,0,2,4,033.941250,-118.259350
000105840223,U,23,5,0,,,033.940740,-118.258000
000105840228,F,23,9,0,3,3,033.940740,-118.257870
000105840249,J,16,7,0,0,0,033.941240,-118.257340
000105840252,E,16,9,0,2,3,033.940730,-118.257210
000105840299,H,20,9,0,2,3,033.941290,-118.273160
000105840309,H,19,9,0,1,2,033.940730,-118.255590
000105840320,H,20,5,0,,,033.940730,-118.255330
000105840464,H,19,9,0,1,2,033.940890,-118.240640
000105840493,H,17,3,0,,,033.940890,-118.240240
000105840508,H,22,9,0,2,4,033.940880,-118.239770
000105840529,H,14,9,0,0,0,033.940380,-118.238070
000105840553,E,15,9,0,1,2,033.940860,-118.237350
000105840582,E,09,9,0,1,2,033.944810,-118.237550
000105840626,E,16,9,0,2,5,033.940850,-118.235240
000105840760,I,33,9,0,1,3,033.940350,-118.231560
000105840778,H,06,5,0,,,033.940830,-118.231510
000105840862,H,19,9,0,0,0,033.939890,-118.263640
000105840870,D,14,9,0,2,3,033.907940,-118.263700
000105840906,H,08,9,0,2,3,034.079680,-117.985610
000105840919,N,27,9,0,1,2,033.940380,-118.261890
000105840972,H,13,9,0,2,3,033.940380,-118.260270
000105841025,B,14,9,0,2,6,033.969170,-118.293790
000105841038,H,15,5,0,,,033.939870,-118.258520
000105841059,B,41,9,0,2,3,033.940370,-118.258000
000105841180,H,09,9,0,2,3,033.940740,-118.257600
000105841193,E,50,9,0,1,3,033.940350,-118.254930
000105841245,E,15,3,0,,,033.939350,-118.251190
000105841313,H,13,9,0,1,2,033.939920,-118.246970
000105841350,H,07,9,0,2,3,034.668960,-117.826260
000105841355,F,16,9,0,1,2,033.940070,-118.241130
000105841368,H,19,9,0,1,3,033.940060,-118.240720
000105841410,H,16,9,0,2,3,033.940050,-118.240020
000105841444,I,12,9,0,1,2,033.973040,-118.251160
000105841452,H,14,9,0,1,2,033.939860,-118.258130
000105841457,H,15,9,0,3,4,033.939070,-118.264770
000105841606,B,41,9,0,1,2,033.938980,-118.260400
000105841619,E,14,7,0,0,0,033.938980,-118.260010
000105841635,L,30,6,0,,,033.938980,-118.259610
000105841716,L,01,4,0,,,033.931983,-118.252344
000105841761,W,33,9,0,2,3,033.939500,-118.256120
000105841805,E,23,9,0,1,4,033.939500,-118.255190
000105841842,W,32,9,0,3,6,033.939070,-118.252860
000105841868,E,25,9,0,2,3,033.938530,-118.252200
000105841889,H,25,7,0,0,0,033.938530,-118.251610
000105841902,W,30,9,0,2,3,033.939060,-118.250500
000105841907,H,19,9,0,0,0,033.938540,-118.251040
000105841915,E,33,9,0,2,4,033.938530,-118.250390
000105841923,S,14,3,0,,,033.938540,-118.249980
000105841928,E,27,9,0,1,3,033.938540,-118.249690
000105841960,H,23,9,0,1,2,033.938540,-118.248910
000105842115,H,16,9,0,1,2,033.939210,-118.239980
000105842178,S,33,9,0,1,3,033.938670,-118.231600
000105842194,P,18,7,0,0,0,033.938670,-118.231180
000105842209,E,50,9,0,1,3,033.938670,-118.230610
000105842322,H,16,9,0,1,2,033.958580,-118.264390
000105842351,E,16,9,0,0,0,033.958590,-118.263600
000105842364,E,25,5,0,,,033.958060,-118.263080
000105842453,E,26,5,0,,,033.958180,-118.261310
000105842474,H,24,9,0,0,0,033.959480,-118.260310
000105842479,E,14,5,0,,,033.958980,-118.260180
000105842505,H,09,9,0,1,3,034.031300,-117.963440
000105842518,E,23,9,0,1,2,033.958600,-118.259260
000105842555,L,09,9,0,2,2,033.933520,-118.300710
000105842607,S,40,9,0,1,2,033.958610,-118.255520
000105842628,H,21,9,0,1,1,033.959510,-118.254830
000105842665,V,27,8,0,0,0,033.958451,-118.253304
000105842678,L,11,9,0,1,2,033.907940,-118.264630
000105842709,E,33,9,0,1,2,033.958990,-118.251850
000105842712,H,21,9,0,0,0,033.958449,-118.251791
000105842877,E,39,9,0,1,2,033.958960,-118.263200
000105842953,E,33,9,0,2,3,033.959480,-118.260050
000105842974,S,03,9,0,2,2,033.945320,-118.266900
000105842987,E,33,9,0,1,2,033.959480,-118.258740
000105843069,H,19,9,0,1,2,033.959000,-118.254550
000105843108,E,19,9,0,0,0,033.959490,-118.252760
000105843116,H,16,7,0,0,0,033.959510,-118.252370
000105843140,H,30,9,0,0,0,033.959089,-118.246644
000105843218,H,21,9,0,3,7,033.959088,-118.244880
000105843289,H,15,6,0,,,033.958360,-118.237720
000105843328,H,01,4,0,,,033.946300,-118.241060
000105843360,H,04,9,0,1,3,033.940660,-118.304840
000105843381,I,30,9,0,1,3,033.956230,-118.263130
000105843386,E,14,4,0,,,033.956598,-118.263667
000105843409,H,08,9,0,2,3,033.938010,-118.192970
000105843459,I,16,6,0,,,033.956240,-118.261200
000105843506,E,20,9,0,1,2,033.956250,-118.259810
000105843519,S,28,9,0,1,3,033.957680,-118.259270
000105843522,E,17,9,0,1,2,033.956250,-118.259150
000105843548,W,02,1,0,,,034.701235,-118.145404
000105843611,H,18,9,0,1,2,033.956260,-118.255390
000105843616,E,33,9,0,1,2,033.956780,-118.255120
000105843624,E,33,9,0,1,3,033.956260,-118.254690
000105843661,B,26,8,0,0,0,033.956770,-118.252910
000105843687,B,14,9,0,1,1,033.956770,-118.252250
000105843695,L,09,8,0,0,0,033.920210,-118.252140
000105843734,H,12,9,0,0,0,033.965620,-118.271820
000105843742,S,19,9,0,0,0,034.161720,-118.445340
000105843750,B,49,9,0,2,3,033.958410,-118.310510
000105843886,H,16,9,0,0,0,033.957690,-118.252640
000105843991,E,13,5,0,,,033.957010,-118.245050
000105844049,H,19,5,0,,,033.956832,-118.238301
000105844081,H,17,9,0,3,3,033.956700,-118.235860
000105844159,H,16,9,0,2,3,033.955330,-118.263980
000105844170,H,07,4,0,,,033.964430,-118.276280
000105844235,H,17,7,0,0,0,033.955340,-118.262520
000105844285,H,17,9,0,1,2,033.955850,-118.261470
000105844303,F,25,7,0,0,0,033.955790,-118.261070
000105844332,H,23,9,0,3,4,033.955350,-118.260210
000105844366,L,01,9,0,1,2,033.947810,-118.307530
000105844421,H,14,9,0,1,2,033.955870,-118.258020
000105844442,H,19,9,0,1,1,033.955870,-118.257630
000105844492,H,19,9,0,1,2,033.955880,-118.255650
000105844523,H,26,9,0,1,1,033.955360,-118.254990
000105844578,L,33,9,0,0,0,033.956570,-118.296610
000105844586,H,19,5,0,,,033.937110,-118.249010
000105844654,H,06,3,0,,,033.971990,-118.173810
000105844667,H,15,7,0,0,0,033.955900,-118.251380
000105844722,B,48,9,0,2,3,033.955890,-118.249090
000105844748,H,14,9,0,1,2,033.955890,-118.248430
000105844756,F,07,5,0,,,033.986750,-118.251110
000105844793,S,32,8,0,0,0,033.956590,-118.246320
000105844840,S,26,7,0,0,0,033.956590,-118.245530
000105844853,H,06,6,0,,,034.538810,-117.964920
000105844874,H,14,9,0,0,0,033.934820,-118.177950
000105844882,P,15,6,0,,,033.956223,-118.244996
000105844939,E,33,9,0,2,3,033.954440,-118.264340
000105844950,S,50,9,0,2,3,033.954440,-118.264070
000105845008,H,19,9,0,2,2,033.954960,-118.263120
000105845032,C,26,9,0,3,3,033.954960,-118.262390
000105845037,H,23,9,0,2,4,033.954970,-118.262260
000105845082,W,21,5,0,,,033.954970,-118.261340
000105845087,E,33,9,0,1,4,033.954970,-118.261210
000105845095,E,35,9,0,1,2,033.954450,-118.260610
000105845100,D,17,8,0,0,0,033.954960,-118.260600
000105845113,N,24,9,0,1,2,033.954460,-118.260080
000105845121,H,16,5,0,,,033.954460,-118.259940
000105845142,D,30,9,0,1,2,033.954460,-118.259550
000105845147,E,44,9,0,1,2,033.954460,-118.259420
000105845163,E,30,9,0,1,2,033.954970,-118.259020
000105845231,H,15,9,0,1,3,033.954970,-118.257760
000105845244,S,31,9,0,2,4,033.954970,-118.257500
000105845286,S,37,9,0,1,2,033.954470,-118.255260
000105845299,F,01,7,0,0,0,033.908600,-118.088770
000105845325,H,24,6,0,,,033.954460,-118.253450
000105845359,H,18,9,0,2,3,033.954460,-118.252650
000105845396,E,27,9,0,2,3,033.954970,-118.252120
000105845406,E,50,9,0,1,3,033.954970,-118.251730
000105845451,E,28,8,0,0,0,033.955510,-118.250420
000105845595,H,26,9,0,0,0,033.954825,-118.252396
000105845671,J,14,5,0,,,033.950666,-118.245122
000105845692,H,17,7,0,0,0,033.955132,-118.245273
000105845760,W,10,5,0,,,034.062199,-118.236146
000105845781,S,50,9,0,1,2,033.953520,-118.264340
000105845825,E,24,9,0,1,3,033.954070,-118.263680
000105845922,A,27,7,0,0,0,033.954080,-118.261080
000105845930,E,50,9,0,2,4,033.954080,-118.260940
000105845964,B,29,9,0,2,2,033.954080,-118.259600
000105846033,E,39,9,0,0,0,033.953550,-118.257730
000105846054,B,46,9,0,1,3,033.954100,-118.257290
000105846062,W,19,6,0,,,033.953710,-118.255750
000105846156,H,17,9,0,1,2,033.953700,-118.252480
000105846180,H,26,9,0,1,2,033.954130,-118.252120
000105846224,E,25,9,0,0,0,033.954400,-118.251130
000105846232,H,02,2,0,,,033.877610,-118.186710
000105846253,H,06,3,0,,,033.997160,-118.273240
000105846282,H,09,9,0,1,2,033.951360,-118.233190
000105846290,E,33,9,0,1,3,033.954550,-118.249130
000105846295,H,21,9,0,1,2,033.954550,-118.248970
000105846350,H,14,7,0,0,0,033.954530,-118.245430
000105846402,E,14,7,0,0,0,033.953150,-118.264210
000105846407,E,26,9,0,1,3,033.953160,-118.263950
000105846410,E,16,9,0,1,2,033.953160,-118.263810
000105846428,E,41,9,0,2,3,033.952620,-118.263290
000105846444,H,20,7,0,0,0,033.953160,-118.262790
000105846449,P,51,9,0,2,4,033.952630,-118.262530
000105846478,S,33,9,0,1,3,033.952630,-118.261880
000105846494,H,24,9,0,1,2,033.952630,-118.261480
000105846499,E,19,9,0,2,2,033.953170,-118.261340
000105846541,E,33,9,0,1,2,033.953170,-118.260040
000105846588,L,11,9,0,2,3,033.938420,-118.323920
000105846601,E,27,9,0,1,2,033.952650,-118.258180
000105846614,I,27,7,0,0,0,033.953180,-118.257830
000105846693,D,10,4,0,,,034.044194,-118.341897
000105846729,E,45,9,0,1,2,033.953060,-118.252710
000105846745,H,19,9,0,0,0,033.953490,-118.252300
000105846761,E,16,7,0,0,0,033.953070,-118.251880
000105846790,H,13,9,0,0,0,033.953580,-118.251150
000105846800,H,24,9,0,3,5,033.953580,-118.250820
000105846813,H,15,9,0,1,3,033.953070,-118.250570
000105846826,H,14,5,0,,,033.953070,-118.250300
000105846834,H,16,9,0,1,3,033.953580,-118.249990
000105846839,H,21,9,0,2,2,033.953070,-118.249750
000105846842,H,20,9,0,2,2,033.953070,-118.249750
000105846876,I,19,9,0,0,0,033.953150,-118.248600
000105847097,H,26,9,0,0,0,033.952970,-118.238750
000105847199,S,41,9,0,1,2,033.953540,-118.234870
000105847262,H,20,9,0,1,2,033.951750,-118.264480
000105847267,L,09,2,0,,,034.011430,-118.341640
000105847306,S,34,9,0,1,2,033.952260,-118.263140
000105847351,H,13,7,0,0,0,033.951760,-118.262140
000105847424,H,16,9,0,1,2,033.951770,-118.260090
000105847437,L,12,9,0,3,3,033.934660,-118.262740
000105847440,P,20,9,0,1,3,033.952270,-118.259690
000105847487,W,20,9,0,1,2,033.951780,-118.258050
000105847495,H,21,9,0,2,3,033.952280,-118.257910
000105847550,L,20,9,0,2,3,033.909670,-118.248120
000105847563,S,50,9,0,1,3,033.951360,-118.264480
000105847568,E,23,9,0,1,2,033.951360,-118.264350
000105847576,H,17,9,0,1,3,033.951360,-118.264220
000105847610,I,18,9,0,2,3,033.951360,-118.263560
000105847631,S,33,9,0,1,2,033.950860,-118.262670
000105847704,H,14,9,0,2,3,033.951380,-118.260480
000105847712,H,13,7,0,0,0,033.951380,-118.260480
000105847733,E,50,9,0,1,3,033.950870,-118.259960
000105847738,E,12,9,0,2,4,033.950870,-118.259830
000105847767,E,44,9,0,2,3,033.950880,-118.259040
000105847775,H,13,9,0,0,0,033.950880,-118.258770
000105847801,E,42,9,0,1,2,033.950880,-118.257920
000105847869,E,14,9,0,1,3,033.950860,-118.255410
000105847908,E,33,9,0,1,2,033.950370,-118.243890
000105847924,H,17,7,0,0,0,033.949940,-118.264220
000105847958,E,24,9,0,2,3,033.950470,-118.263430
000105848035,S,33,9,0,1,2,033.949960,-118.261220
000105848056,E,33,9,0,2,3,033.949960,-118.260490
000105848103,H,09,9,0,2,4,034.149120,-117.937320
000105848124,B,02,7,0,0,0,033.885920,-118.284420
000105848182,E,33,9,0,1,3,033.950500,-118.257120
000105848187,S,25,7,0,0,0,033.950490,-118.255610
000105848218,W,21,8,0,0,0,033.950420,-118.236970
000105848242,H,13,9,0,0,0,033.949480,-118.252370
000105848247,S,13,6,0,,,033.949480,-118.250970
000105848255,E,47,9,1,1,3,033.949030,-118.250330
000105848263,H,07,7,0,0,0,033.949030,-118.249740
000105848271,I,15,9,0,2,4,033.948950,-118.248710
000105848381,C,16,5,0,,,033.948110,-118.262410
000105848412,E,23,7,0,0,0,033.948110,-118.261490
000105848438,S,33,9,0,1,2,033.948610,-118.261090
000105848514,H,09,9,0,1,3,033.946440,-118.264070
000105848519,P,17,9,0,1,2,033.948120,-118.259310
000105848585,E,25,9,0,2,3,033.948130,-118.257790
000105848593,E,23,9,0,1,2,033.948630,-118.257660
000105848739,H,16,4,0,,,033.948139,-118.235063
000105848776,E,27,4,0,,,033.948145,-118.234269
000105848792,H,09,5,0,,,033.942210,-118.272120
000105848807,E,26,6,0,,,033.948152,-118.233615
000105848865,H,19,4,0,,,033.948177,-118.231933
000105848938,P,19,9,0,1,2,033.947730,-118.263550
000105849175,L,33,9,0,2,3,033.946430,-118.315800
000105849196,H,15,1,0,,,033.947023,-118.235340
000105849269,E,16,4,0,,,033.947242,-118.234097
000105849379,I,20,4,0,,,033.947262,-118.231427
000105849382,E,17,0,0,,,033.947264,-118.231308
000105849387,E,26,4,0,,,033.947265,-118.231188
000105849421,E,24,8,0,0,0,033.947070,-118.264070
000105849463,E,45,9,0,1,3,033.946870,-118.261160
000105849489,H,20,7,0,0,0,033.946290,-118.260370
000105849510,E,19,9,0,1,2,033.946810,-118.259970
000105849515,H,16,8,0,0,0,033.946810,-118.259840
000105849528,W,03,9,0,2,3,034.638206,-118.229218
000105849544,L,35,9,0,3,4,033.847930,-118.260300
000105849565,E,26,9,0,0,0,033.946820,-118.258790
000105849594,E,20,9,0,1,3,033.947190,-118.253070
000105849617,S,27,9,0,1,2,033.946720,-118.252480
000105849670,H,17,7,0,0,0,033.946720,-118.251280
000105849675,H,07,9,0,2,4,033.964900,-117.847650
000105849683,H,28,9,0,1,2,033.946720,-118.250910
000105849696,H,17,3,0,,,033.947200,-118.250630
000105849714,E,14,6,0,,,033.947200,-118.250470
000105849751,E,32,9,0,2,3,033.946720,-118.249550
000105849879,H,18,9,0,3,3,033.946520,-118.244340
000105849934,D,16,8,0,0,0,034.197220,-118.565180
000105860170,E,34,9,0,1,2,033.943180,-118.269220
000105860214,W,16,7,0,0,0,033.940985,-118.269622
000105860227,E,16,4,1,,,033.940480,-118.269810
000105860293,H,14,4,0,,,033.989106,-118.276196
000105860316,E,34,9,0,1,2,033.950340,-118.276320
000105860329,H,15,9,0,1,3,033.949680,-118.276320
000105860345,F,33,9,0,1,2,033.943360,-118.275990
000105860358,H,16,9,0,1,2,033.942430,-118.275890
000105860450,H,17,9,0,3,7,033.986830,-118.267200
000105860463,H,20,9,0,1,2,033.986610,-118.267200
000105860515,H,14,3,0,,,033.968260,-118.267650
000105860544,H,14,3,0,,,033.967640,-118.267650
000105860735,H,13,5,0,,,033.953530,-118.266520
000105860798,E,06,5,0,,,033.897157,-118.167026
000105860861,E,13,5,0,,,033.986320,-118.271940
000105860926,H,18,9,0,0,0,033.982700,-118.271610
000105860989,B,01,4,0,,,033.958720,-118.307590
000105861011,H,23,9,0,2,4,034.046130,-117.858990
000105861037,H,25,4,0,,,033.956970,-118.271520
000105861061,B,22,6,0,,,033.952570,-118.271850
000105861095,H,18,5,0,,,033.949900,-118.271840
000105861147,E,03,9,0,2,4,033.942590,-118.273170
000105861202,H,16,2,0,,,033.987550,-118.272510
000105861207,H,19,5,0,,,033.987440,-118.272510
000105861252,B,26,9,0,2,4,033.944390,-118.273210
000105861265,H,16,9,0,2,3,033.944930,-118.273080
000105861278,E,19,9,0,1,3,033.944930,-118.272680
000105861309,E,40,9,0,1,2,033.944400,-118.272150
000105861388,H,18,6,0,,,033.944940,-118.270470
000105861391,I,17,9,0,1,2,033.944400,-118.270200
000105861396,H,25,9,0,2,3,033.944940,-118.270210
000105861477,B,33,9,0,1,2,033.944930,-118.267160
000105861480,H,13,5,0,,,033.944410,-118.267160
000105861626,L,05,9,0,2,2,033.971580,-118.335010
000105861639,S,24,7,0,0,0,033.944550,-118.276753
000105861671,H,15,9,0,1,2,033.945210,-118.297260
000105861710,E,29,9,0,1,3,033.944410,-118.266900
000105861825,E,05,9,0,2,3,033.844020,-118.077730
000105861846,S,30,7,0,0,0,033.943490,-118.270940
000105861867,E,29,9,0,1,2,033.943490,-118.270530
000105861935,H,16,9,0,1,2,033.943500,-118.268420
000105862046,P,15,9,0,1,2,033.944010,-118.275430
000105862091,H,20,9,0,2,2,033.944000,-118.276840
000105862135,H,01,3,0,,,033.913170,-118.301440
000105862151,S,17,9,0,0,0,033.943450,-118.281310
000105862193,S,14,5,0,,,033.942580,-118.273260
000105862216,H,23,5,0,,,033.942590,-118.272670
000105862274,H,13,9,0,0,0,033.942580,-118.271080
000105862287,I,16,9,0,1,2,033.943100,-118.270810
000105862305,E,09,6,0,,,033.941650,-118.266520
000105862313,D,27,9,0,1,3,033.943100,-118.270250
000105862339,I,01,5,0,,,033.951490,-118.156130
000105862342,H,16,9,0,0,0,033.943100,-118.268550
000105862376,S,15,9,0,1,2,033.943100,-118.267760
000105862546,H,50,9,0,1,3,033.942540,-118.280940
000105862591,H,15,9,0,1,2,033.942970,-118.282140
000105862648,I,25,9,0,2,4,033.942210,-118.272400
000105862656,H,19,9,0,1,3,033.941660,-118.275610
000105862698,E,28,9,0,2,3,033.941660,-118.271010
000105862708,H,32,7,0,0,0,033.941660,-118.270620
000105862766,L,09,7,0,0,0,033.967890,-118.326290
000105862800,L,03,2,0,,,033.917940,-118.283360
000105862818,J,13,9,0,1,3,033.971580,-118.310330
000105862847,B,08,9,0,0,0,033.983770,-118.326890
000105862850,H,12,9,0,0,0,033.942652,-118.361358
000105862923,W,27,9,0,1,3,033.941660,-118.275350
000105862928,H,25,9,0,1,2,033.942200,-118.275270
000105862949,S,33,9,0,2,3,033.941660,-118.276010
000105862981,L,08,9,0,2,3,033.919920,-118.305240
000105862999,I,20,6,0,,,033.942027,-118.277284
000105863068,H,10,4,0,,,033.951800,-118.294950
000105863076,J,37,9,0,2,2,033.941630,-118.281600
000105863084,H,15,9,0,0,0,033.941630,-118.281820
000105863107,H,11,4,0,,,033.921960,-118.182480
000105863165,H,26,9,0,0,0,033.941290,-118.271540
000105863212,D,16,7,0,0,0,033.940780,-118.270490
000105863283,H,19,9,0,0,0,033.941280,-118.268270
000105863377,H,13,4,0,,,033.940770,-118.266000
000105863393,D,23,4,0,,,033.940870,-118.274200
000105863424,E,16,9,0,2,3,033.941290,-118.275080
000105863461,L,19,9,0,0,0,033.910131,-118.269522
000105863479,L,08,3,0,,,033.973304,-118.367822
000105863500,E,01,4,0,,,033.953140,-118.271530
000105863534,H,17,9,0,1,2,033.941260,-118.280940
000105863597,H,15,9,0,1,3,033.939910,-118.271280
000105863610,S,33,9,0,1,2,033.939910,-118.271140
000105863615,B,24,9,0,1,2,033.939910,-118.271010
000105863725,H,25,8,0,0,0,033.939900,-118.268010
000105863762,E,26,9,0,2,3,033.940400,-118.267050
000105863770,E,25,9,0,1,2,033.940400,-118.266920
000105863783,E,07,7,0,0,0,034.599690,-118.187830
000105863791,I,26,9,0,2,3,033.940400,-118.266130
000105863806,S,05,4,0,,,033.930864,-118.330877
000105863851,E,23,9,0,2,3,033.939850,-118.275160
000105863864,H,18,5,0,,,033.940380,-118.275370
000105863880,L,08,9,0,1,2,033.888610,-118.254420
000105863893,L,06,4,0,,,033.925740,-118.257320
000105863903,H,13,9,0,1,3,033.940150,-118.287610
000105863932,E,33,9,0,1,2,033.939910,-118.270750
000105863940,E,41,9,0,2,3,033.939840,-118.277370
000105863953,S,23,9,0,1,2,033.939830,-118.279070
000105863979,E,17,9,0,1,3,033.939820,-118.281170
000105864077,H,15,9,0,1,2,033.939050,-118.271410
000105864080,H,18,9,0,1,2,033.939050,-118.271280
000105864098,H,19,9,0,1,4,033.939550,-118.271010
000105864132,H,10,9,0,3,3,034.563850,-118.054520
000105864213,H,16,9,0,1,2,033.939540,-118.267740
000105864226,H,21,9,0,1,3,033.939540,-118.267480
000105864263,S,14,9,0,1,2,033.939540,-118.266390
000105864268,C,24,9,0,2,3,033.939040,-118.266260
000105864284,J,18,9,0,0,0,033.939480,-118.274550
000105864328,E,19,9,0,2,4,033.939470,-118.276580
000105864357,E,15,9,0,1,2,033.939550,-118.270750
000105864365,L,07,9,0,1,3,033.881430,-118.253870
000105864373,E,17,5,0,,,033.939102,-118.278477
000105864637,H,31,9,0,2,4,033.987960,-118.275810
000105864674,E,14,9,0,2,3,033.986290,-118.272990
000105864682,H,19,9,0,3,4,033.986680,-118.275190
000105864687,H,06,9,0,1,4,033.958260,-118.208610
000105864755,H,17,9,0,0,0,033.985940,-118.276916
000105864763,H,18,9,0,1,2,033.985800,-118.270550
000105864771,H,25,9,0,2,4,033.986330,-118.270370
000105864823,H,01,5,0,,,033.927300,-118.235830
000105864873,H,12,9,0,2,3,033.998800,-117.962390
000105864925,W,46,9,0,1,2,033.985810,-118.265900
000105864933,W,19,9,0,0,0,033.986310,-118.274590
000105864946,S,23,6,0,,,033.985770,-118.275150
000105865154,S,34,9,0,1,2,033.986680,-118.274490
000105865188,E,50,9,0,1,3,033.987170,-118.275550
000105865191,B,26,9,0,2,3,033.987170,-118.275680
000105865196,B,50,9,0,2,3,033.987170,-118.275810
000105865230,H,24,9,0,1,2,033.987060,-118.277350
000105865358,I,22,9,0,2,4,033.984890,-118.271210
000105865502,F,29,7,0,0,0,033.984900,-118.268100
000105865510,J,46,9,0,0,0,033.984900,-118.267960
000105865560,H,34,5,0,,,033.985440,-118.267270
000105865594,H,17,9,0,0,0,033.985440,-118.266740
000105865829,I,16,4,0,,,033.984860,-118.276840
000105865895,B,11,5,0,,,034.011120,-118.247950
000105865905,S,26,9,0,1,3,033.985380,-118.278940
000105865950,H,19,9,0,1,3,033.985360,-118.281650
000105865955,S,03,5,0,,,033.963063,-118.273859
000105866008,H,21,9,0,0,0,033.983980,-118.272860
000105866011,H,15,9,0,0,0,033.984340,-118.273056
000105866029,H,21,4,0,,,033.984500,-118.272590
000105866105,W,21,9,0,2,3,033.984500,-118.270810
000105866197,E,19,4,0,,,033.983990,-118.268580
000105866207,E,13,4,0,,,033.983570,-118.276710
000105866223,S,50,8,0,0,0,033.984530,-118.268290
000105866249,H,23,9,0,2,4,033.983990,-118.267790
000105866260,E,27,9,0,1,2,033.983990,-118.267650
000105866359,R,35,7,0,0,0,033.984530,-118.266450
000105866391,E,14,9,0,0,0,033.984000,-118.265910
000105866414,H,16,5,0,,,033.975749,-118.250489
000105866430,S,28,9,0,3,3,033.983970,-118.274840
000105866472,F,39,4,0,,,033.983960,-118.275500
000105866511,H,13,4,0,,,033.984480,-118.276030
000105866574,E,30,8,0,0,0,033.983950,-118.277110
000105866579,H,08,9,0,2,3,033.925110,-118.156280
000105866600,E,26,6,0,,,033.983950,-118.277630
000105866642,H,26,4,0,,,033.983930,-118.279670
000105866765,H,25,9,0,1,2,033.983080,-118.271340
000105866867,I,19,9,0,2,3,033.983080,-118.268840
000105866870,E,25,7,0,0,0,033.983620,-118.268840
000105866901,H,20,6,0,,,033.983620,-118.268450
000105866943,H,19,9,0,1,1,033.983090,-118.267520
000105866948,H,21,9,0,1,1,033.983090,-118.267390
000105867091,H,16,5,0,,,033.983060,-118.274580
000105867114,H,14,5,0,,,033.983580,-118.275230
000105867135,D,16,5,0,,,033.954579,-118.293475
000105867224,E,36,9,0,2,4,033.859470,-118.069520
000105867350,E,16,9,0,1,2,033.983010,-118.281780
000105867384,S,33,9,0,1,2,033.981700,-118.278940
000105867410,H,13,9,0,1,2,034.024970,-118.346340
000105867449,E,41,9,0,1,2,033.981680,-118.281700
000105867452,H,07,4,0,,,033.985408,-118.289128
000105867546,E,19,9,0,1,2,033.981240,-118.271840
000105867554,H,15,9,0,3,4,033.981240,-118.271580
000105867583,H,04,4,0,,,034.064330,-117.761850
